"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PGTM","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDFG","WSFG"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-16",,,,,,"0.00","0.0","0.0","50","35","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-17",,,,,,"0.00","0.0","0.0","37","26","26",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-18",,,,,,"0.00","0.0","0.0","47","23","39",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-19",,,,,,"0.00","0.0","0.0","64","38","47",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-20",,,,,,"0.00","0.0","0.0","47","32","33",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-21",,,,,,"0.00","0.0","0.0","49","32","36",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-22",,,,,,"0.00","0.0","0.0","48","32","42",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-23",,,,,,"0.20","0.0","0.0","46","39","41",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-24",,,,,,"0.00","0.0","0.0","42","36","36",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-25",,,,,,"0.00","0.0","0.0","47","35","35",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-26",,,,,,"0.00","0.0","0.0","66","34","58",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-27",,,,,,"0.20","0.0","0.0","70","54","57",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-28",,,,,,"0.87","0.0","0.0","61","44","51",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-29",,,,,,"0.06","0.0","0.0","61","37","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-30",,,,,,"0.21","0.0","0.0","38","35","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-03-31",,,,,,"0.18","0.0","0.0","48","32","33",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-01",,,,,,"0.00","0.0","0.0","44","31","34",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-02",,,,,,"0.17","0.0","0.0","51","27","46",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-03",,,,,,"0.00","0.0","0.0","58","43","46",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-04",,,,,,"0.30","0.0","0.0","64","38","38",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-05",,,,,,"0.61","0.0","0.0","40","34","35",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-06",,,,,,"0.04","0.0","0.0","48","35","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-07",,,,,,"0.00","0.0","0.0","49","31","34",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-08",,,,,,"0.08","0.6","0.0","38","29","29",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-09",,,,,,"0.00","0.0","0.0","41","25","33",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-10",,,,,,"0.00","0.0","0.0","55","31","45",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-11",,,,,,"0.00","0.0","0.0","59","44","44",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-12",,,,,,"0.00","0.0","0.0","77","44","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-13",,,,,,"0.10","0.0","0.0","72","55","57",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-14",,,,,,"0.67","0.0","0.0","59","49","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-15",,,,,,"0.00","0.0","0.0","65","48","52",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-16",,,,,,"0.00","0.0","0.0","56","39","39",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-17",,,,,,"0.00","0.0","0.0","77","39","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-18",,,,,,"0.00","0.0","0.0","82","62","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-19",,,,,,"0.00","0.0","0.0","86","68","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-20",,,,,,"0.10","0.0","0.0","84","65","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-21",,,,,,"0.00","0.0","0.0","86","64","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-22",,,,,,"0.00","0.0","0.0","80","68","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-23",,,,,,"0.25","0.0","0.0","79","61","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-24",,,,,,"0.13","0.0","0.0","65","49","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-25",,,,,,"0.00","0.0","0.0","71","46","56",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-26",,,,,,"0.00","0.0","0.0","69","49","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-27",,,,,,"0.00","0.0","0.0","50","42","44",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-28",,,,,,"0.00","0.0","0.0","59","44","45",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-29",,,,,,"0.00","0.0","0.0","70","43","51",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-04-30",,,,,,"0.00","0.0","0.0","76","48","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-01",,,,,,"0.00","0.0","0.0","60","48","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-02",,,,,,"0.00","0.0","0.0","63","44","48",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-03",,,,,,"0.00","0.0","0.0","70","43","57",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-04",,,,,,"0.00","0.0","0.0","78","52","61",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-05",,,,,,"0.20","0.0","0.0","72","58","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-06",,,,,,"0.00","0.0","0.0","73","49","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-07",,,,,,"0.00","0.0","0.0","75","45","58",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-08",,,,,,"0.00","0.0","0.0","74","55","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-09",,,,,,"0.00","0.0","0.0","83","53","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-10",,,,,,"0.00","0.0","0.0","86","58","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-11",,,,,,"0.00","0.0","0.0","85","61","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-12",,,,,,"0.00","0.0","0.0","82","63","63",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-13",,,,,,"0.00","0.0","0.0","69","54","56",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-14",,,,,,"0.15","0.0","0.0","89","56","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-15",,,,,,"0.67","0.0","0.0","69","56","56",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-16",,,,,,"0.63","0.0","0.0","61","49","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-17",,,,,,"0.02","0.0","0.0","61","45","53",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-18",,,,,,"0.01","0.0","0.0","65","46","46",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-19",,,,,,"0.00","0.0","0.0","83","44","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-20",,,,,,"0.40","0.0","0.0","71","53","53",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-21",,,,,,"0.00","0.0","0.0","65","49","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-22",,,,,,"0.00","0.0","0.0","66","48","55",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-23",,,,,,"0.00","0.0","0.0","74","50","56",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-24",,,,,,"0.00","0.0","0.0","81","52","64",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-25",,,,,,"0.00","0.0","0.0","88","57","73",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-26",,,,,,"0.46","0.0","0.0","92","64","64",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-27",,,,,,"0.52","0.0","0.0","66","52","52",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-28",,,,,,"0.00","0.0","0.0","64","48","52",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-29",,,,,,"0.00","0.0","0.0","77","51","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-30",,,,,,"0.00","0.0","0.0","78","65","77",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-05-31",,,,,,"0.00","0.0","0.0","80","65","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-01",,,,,,"0.00","0.0","0.0","82","56","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-02",,,,,,"0.02","0.0","0.0","69","54","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-03",,,,,,"0.00","0.0","0.0","66","53","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-04",,,,,,"0.00","0.0","0.0","66","50","55",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-05",,,,,,"0.00","0.0","0.0","71","54","55",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-06",,,,,,"0.00","0.0","0.0","70","52","57",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-07",,,,,,"0.00","0.0","0.0","85","53","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-08",,,,,,"0.00","0.0","0.0","97","68","80",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-09",,,,,,"0.00","0.0","0.0","89","68","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-10",,,,,,"0.00","0.0","0.0","73","61","61",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-11",,,,,,"0.67","0.0","0.0","62","50","51",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-12",,,,,,"0.00","0.0","0.0","56","48","48",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-13",,,,,,"0.00","0.0","0.0","70","46","57",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-14",,,,,,"0.05","0.0","0.0","76","56","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-15",,,,,,"0.94","0.0","0.0","77","57","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-16",,,,,,"0.00","0.0","0.0","73","59","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-17",,,,,,"0.00","0.0","0.0","79","66","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-18",,,,,,"0.00","0.0","0.0","71","58","61",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-19",,,,,,"0.00","0.0","0.0","72","53","58",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-20",,,,,,"0.00","0.0","0.0","79","53","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-21",,,,,,"0.01","0.0","0.0","86","64","77",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-22",,,,,,"0.20","0.0","0.0","81","63","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-23",,,,,,"0.04","0.0","0.0","84","63","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-24",,,,,,"0.00","0.0","0.0","77","60","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-25",,,,,,"0.00","0.0","0.0","86","60","74",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-26",,,,,,"0.00","0.0","0.0","91","70","76",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-27",,,,,,"0.00","0.0","0.0","85","68","73",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-28",,,,,,"0.00","0.0","0.0","80","66","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-29",,,,,,"0.00","0.0","0.0","82","60","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-06-30",,,,,,"0.00","0.0","0.0","80","60","64",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-01",,,,,,"0.00","0.0","0.0","82","61","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-02",,,,,,"0.10","0.0","0.0","85","62","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-03",,,,,,"0.00","0.0","0.0","85","60","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-04",,,,,,"0.94","0.0","0.0","90","68","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-05",,,,,,"0.03","0.0","0.0","79","64","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-06",,,,,,"0.00","0.0","0.0","83","62","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-07",,,,,,"0.00","0.0","0.0","91","66","79",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-08",,,,,,"0.00","0.0","0.0","92","73","77",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-09",,,,,,"0.25","0.0","0.0","92","68","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-10",,,,,,"0.00","0.0","0.0","81","66","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-11",,,,,,"0.00","0.0","0.0","83","65","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-12",,,,,,"0.00","0.0","0.0","84","70","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-13",,,,,,"0.02","0.0","0.0","94","69","81",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-14",,,,,,"0.21","0.0","0.0","87","73","73",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-15",,,,,,"0.00","0.0","0.0","82","65","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-16",,,,,,"0.00","0.0","0.0","76","63","63",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-17",,,,,,"0.00","0.0","0.0","82","60","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-18",,,,,,"0.00","0.0","0.0","86","66","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-19",,,,,,"0.00","0.0","0.0","84","71","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-20",,,,,,"0.00","0.0","0.0","81","70","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-21",,,,,,"0.00","0.0","0.0","84","68","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-22",,,,,,"0.00","0.0","0.0","75","66","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-23",,,,,,"0.00","0.0","0.0","79","60","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-24",,,,,,"0.00","0.0","0.0","91","65","76",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-25",,,,,,"0.73","0.0","0.0","85","65","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-26",,,,,,"0.00","0.0","0.0","80","64","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-27",,,,,,"0.00","0.0","0.0","86","61","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-28",,,,,,"0.00","0.0","0.0","88","65","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-29",,,,,,"0.00","0.0","0.0","89","67","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-30",,,,,,"0.06","0.0","0.0","72","68","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-07-31",,,,,,"0.73","0.0","0.0","70","63","64",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-01",,,,,,"0.00","0.0","0.0","76","63","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-02",,,,,,"0.00","0.0","0.0","77","62","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-03",,,,,,"0.00","0.0","0.0","82","62","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-04",,,,,,"0.30","0.0","0.0","74","64","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-05",,,,,,"0.05","0.0","0.0","85","68","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-06",,,,,,"0.17","0.0","0.0","88","67","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-07",,,,,,"0.00","0.0","0.0","86","65","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-08",,,,,,"0.00","0.0","0.0","87","63","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-09",,,,,,"0.00","0.0","0.0","88","67","79",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-10",,,,,,"0.01","0.0","0.0","82","66","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-11",,,,,,"0.00","0.0","0.0","79","62","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-12",,,,,,"0.00","0.0","0.0","88","66","79",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-13",,,,,,"1.01","0.0","0.0","85","71","74",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-14",,,,,,"0.44","0.0","0.0","78","65","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-15",,,,,,"0.56","0.0","0.0","75","62","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-16",,,,,,"0.00","0.0","0.0","79","57","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-17",,,,,,"0.00","0.0","0.0","85","68","75",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-18",,,,,,"0.00","0.0","0.0","79","62","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-19",,,,,,"0.00","0.0","0.0","74","60","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-20",,,,,,"0.00","0.0","0.0","71","57","61",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-21",,,,,,"0.00","0.0","0.0","74","58","64",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-22",,,,,,"0.00","0.0","0.0","77","61","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-23",,,,,,"0.00","0.0","0.0","80","65","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-24",,,,,,"0.45","0.0","0.0","81","61","61",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-25",,,,,,"0.00","0.0","0.0","75","57","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-26",,,,,,"0.02","0.0","0.0","76","60","64",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-27",,,,,,"0.00","0.0","0.0","81","59","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-28",,,,,,"0.00","0.0","0.0","82","63","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-29",,,,,,"0.45","0.0","0.0","83","66","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-30",,,,,,"0.00","0.0","0.0","74","63","63",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-08-31",,,,,,"0.00","0.0","0.0","79","58","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-01",,,,,,"0.00","0.0","0.0","85","66","73",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-02",,,,,,"0.00","0.0","0.0","82","68","76",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-03",,,,,,"0.00","0.0","0.0","89","72","75",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-04",,,,,,"0.00","0.0","0.0","81","72","75",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-05",,,,,,"0.00","0.0","0.0","90","73","79",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-06",,,,,,"0.40","0.0","0.0","88","71","79",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-07",,,,,,"0.00","0.0","0.0","95","74","80",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-08",,,,,,"0.39","0.0","0.0","93","68","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-09",,,,,,"0.40","0.0","0.0","84","67","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-10",,,,,,"0.00","0.0","0.0","71","64","64",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-11",,,,,,"0.00","0.0","0.0","67","56","56",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-12",,,,,,"0.00","0.0","0.0","64","53","53",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-13",,,,,,"0.00","0.0","0.0","65","51","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-14",,,,,,"0.00","0.0","0.0","66","49","52",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-15",,,,,,"0.00","0.0","0.0","74","47","57",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-16",,,,,,"0.00","0.0","0.0","78","50","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-17",,,,,,"0.00","0.0","0.0","79","59","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-18",,,,,,"0.00","0.0","0.0","89","68","73",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-19",,,,,,"0.00","0.0","0.0","87","68","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-20",,,,,,"0.07","0.0","0.0","88","60","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-21",,,,,,"0.02","0.0","0.0","65","56","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-22",,,,,,"1.03","0.0","0.0","71","64","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-23",,,,,,"0.34","0.0","0.0","75","51","51",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-24",,,,,,"0.00","0.0","0.0","62","44","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-25",,,,,,"0.07","0.0","0.0","59","48","55",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-26",,,,,,"0.00","0.0","0.0","62","50","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-27",,,,,,"0.00","0.0","0.0","66","44","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-28",,,,,,"0.00","0.0","0.0","77","47","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-29",,,,,,"0.00","0.0","0.0","76","51","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-09-30",,,,,,"0.20","0.0","0.0","62","47","47",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-10-01",,,,,,"0.00","0.0","0.0","55","37","40",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-10-02",,,,,,"0.00","0.0","0.0","64","37","48",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-10-03",,,,,,"0.01","0.0","0.0","69","40","56",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-10-04",,,,,,"0.98","0.0","0.0","59","47","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1985-10-05",,,,,,"0.00","0.0","0.0","58","45","45",,
