EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10134125,HOUSTON CO., ,04/09/1975,355,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,225, ,0,0, , ,0,0,0, ,0, , ,04/09/1975,355,31.48,-95.47, , ,"","",1
10127669,HOUSTON CO., ,05/12/1978,2005,Tornado,0, ,0,0,0,0,TX,CST, , ,C,225, ,0,0, , ,0,33,0, ,0, , ,05/12/1978,2005,31.48,-95.47, , ,"","",2
10128447,HOUSTON CO., ,05/12/1978,2005,Tornado,0, ,0,0,0,0,TX,CST, , ,C,225, ,0,0, , ,0,33,0, ,0, , ,05/12/1978,2005,31.32,-95.50, , ,"","",3
10128448,HOUSTON CO., ,05/12/1978,2005,Tornado,0, ,0,0,0,0,TX,CST, , ,C,225, ,0,0, , ,0,33,0, ,0, , ,05/12/1978,2005,31.28,-95.45, , ,"","",4
10128451,HOUSTON CO., ,05/12/1978,2102,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,225,ATA,0,0, , ,0,0,0, ,0, , ,05/12/1978,2102,31.25,-95.42, , ,"","",5
10129712,HOUSTON CO., ,05/22/1979,330,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,225,ATA,0,0, , ,0,0,0, ,0, , ,05/22/1979,330,31.25,-95.35, , ,"","",6
10128832,HOUSTON CO., ,08/22/1980,1740,Tornado,0,F1,0,0,25000,0,TX,CST, , ,C,225, ,0,0, , ,2,50,0, ,0, , ,08/22/1980,1740,31.30,-95.43, , ,"","",7
10129989,HOUSTON CO., ,02/10/1981,245,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,225,ATA,0,0, , ,0,0,0, ,0, , ,02/10/1981,245,31.17,-95.35, , ,"","",8
10142739,HOUSTON CO., ,12/13/1984,955,Hail,.75, ,0,0,0,0,TX,CST, , ,C,225,T,0,0, , ,0,0,0, ,0, , ,12/13/1984,955,31.32,-95.45, , ,"","",9
10143887,HOUSTON CO., ,03/30/1985,1300,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,225,RA,0,0, , ,0,0,0, ,0, , ,03/30/1985,1300,31.08,-95.45, , ,"","",10
10143894,HOUSTON CO., ,03/30/1985,1420,Hail,1.75, ,0,0,0,0,TX,CST, , ,C,225,AT,0,0, , ,0,0,0, ,0, , ,03/30/1985,1420,31.13,-95.43, , ,"","",11
